publisher,n_dataset,media,pct,mediana,min,max,rating,n_excellent,n_bad
"Area Geologia, Suoli e Sismica - Settore Difesa del Territorio - Regione Emilia-Romagna",180,343.28,84.76,355,245,405,Good,131,0
COMUNE DI Gualdo,44,343.18,84.74,355,255,355,Good,38,0
Camera di Commercio Industria Artigianato e Agricoltura di Roma,20,343.0,84.69,345,305,345,Good,0,0
PAB: Rip. 23 Salute,50,343.0,84.69,345,325,345,Good,0,0
Comune di Montecassiano,73,342.95,84.68,355,255,355,Good,55,0
Regione Basilicata,224,342.9,84.67,325,245,405,Good,83,0
Comune di Lecce,38,342.89,84.67,335,305,385,Good,18,0
Provincia autonoma di Trento - Servizio Prevenzione Rischi,8,342.5,84.57,335,335,355,Good,3,0
Comune di Camerino,81,342.41,84.55,355,255,355,Good,66,0
Comune di Longare,15,342.33,84.53,305,305,385,Good,7,0
Comune di Firenze,1990,342.01,84.45,345,185,385,Good,828,0
Comune di San Ginesio,63,341.98,84.44,355,255,355,Good,54,0
Comune di Fiuminata,58,341.9,84.42,355,255,355,Good,48,0
Provincia autonoma di Trento - Agenzia Provinciale per la Protezione dell'Ambiente,3,341.67,84.36,345,335,345,Good,0,0
InfraTO,3,341.67,84.36,335,335,355,Good,1,0
Provincia Autonoma di Trento - Servizio Gestione Strade,6,341.67,84.36,355,275,355,Good,5,0
Camera di Commercio di Lecce,177,340.88,84.17,305,305,405,Good,77,0
Comune di Tolentino,79,340.82,84.15,355,255,355,Good,55,0
Comune di Monsummano Terme,161,340.34,84.03,365,225,385,Good,107,0
"Direzione regionale Governo del territorio, ambiente e protezione civile. | SERVIZIO: Rischio idrogeologico, idraulico e sismico, Difesa del suolo",15,340.33,84.03,335,285,405,Good,5,0
Ministero della Salute,73,340.21,84.0,355,275,385,Good,42,0
Comune di Calenzano,16,340.0,83.95,305,305,385,Good,7,0
"Direzione Regionale Governo del territorio, Ambiente, Protezione civile | SERVIZIO: Infrastrutture per la Mobilità e Trasporto pubblico locale",4,340.0,83.95,335,335,355,Good,1,0
|Servizi elettorali Comune di Narni,2,340.0,83.95,355,325,355,Good,1,0
PAB: Ufficio organizzazione,2,340.0,83.95,355,325,355,Good,1,0
STA - Strutture Trasporto Alto Adige SpA,2,340.0,83.95,355,325,355,Good,1,0
Servizio per il Sostegno Occupazionale e la Valorizzazione Ambientale,2,340.0,83.95,355,325,355,Good,1,0
Unione Montana Appennino Parma Est,5,339.0,83.7,355,275,355,Good,4,0
Comune di Castelsantangelo sul Nera,52,338.46,83.57,355,255,355,Good,40,0
Comune di Potenza Picena,88,337.5,83.33,355,255,355,Good,63,0
Comune di Poggibonsi,28,337.14,83.25,305,285,385,Good,13,0
Citta' metropolitana di Bologna,19,337.11,83.24,325,275,405,Good,4,0
Comune di Sant'Antimo,10,337.0,83.21,345,305,345,Good,0,0
Comune di Assisi,6,336.67,83.13,345,295,345,Good,0,0
REDAZIONE OD,2,335.0,82.72,365,305,365,Good,1,0
Comune di Scorzè,6,335.0,82.72,375,295,375,Good,3,0
Istituto Nazionale di Statistica - ISTAT,13,335.0,82.72,335,335,335,Good,0,0
Comunità di Primiero,4,335.0,82.72,355,275,355,Good,3,0
Servizio Catasto,1,335.0,82.72,335,335,335,Good,0,0
Servizio Protezione Civile,1,335.0,82.72,335,335,335,Good,0,0
"Direzione regionale Governo del territorio, ambiente e protezione civile | Servizio: Opere e lavori pubblici, osservatorio contratti pubblici, ricostruzione post sisma",1,335.0,82.72,335,335,335,Good,0,0
"Direzione Risorse, Programmazione, Cultura e Turismo | Servizio Bilancio, finanza",2,335.0,82.72,335,335,335,Good,0,0
GTT,2,335.0,82.72,335,335,335,Good,0,0
Comune di Merano,2,335.0,82.72,335,335,335,Good,0,0
AMAP,2,335.0,82.72,335,335,335,Good,0,0
Provincia autonoma di Trento - Servizio Foreste e fauna,1,335.0,82.72,335,335,335,Good,0,0
ACI - Automobile Club Italia,4,335.0,82.72,335,335,335,Good,0,0
Provincia Autonoma di Trento - Incarico speciale in materia elettorale,3,335.0,82.72,335,335,335,Good,0,0
Servizio Segreteria della Giunta e Elettorale,1,335.0,82.72,335,335,335,Good,0,0
Servizio Geologico,2,335.0,82.72,335,335,335,Good,0,0
PAB: Rip. 32 Foreste,2,335.0,82.72,355,315,355,Good,1,0
"Mancomunidad del Norte del Ecuador (Provincias autónomas Esmeraldas, Carchi, Imbabura, Sucumbios)",1,335.0,82.72,335,335,335,Good,0,0
PAB:11. Edilizia e servizio tecnico,2,335.0,82.72,335,335,335,Good,0,0
Cartografia e Informazioni Territoriali,1,335.0,82.72,335,335,335,Good,0,0
ARPAM,1,335.0,82.72,335,335,335,Good,0,0
Agenzia Regionale per la Protezione dell'Ambiente dell'Umbria,1,335.0,82.72,335,335,335,Good,0,0
"Servizio Rischio idrogeologico, idraulico e sismico, difesa del suolo",1,335.0,82.72,335,335,335,Good,0,0
"Dipartimento ""Turismo, Marketing territoriale e Mobilità"" - Settore ""Osservatorio sul turismo e della mobilità""",1,335.0,82.72,335,335,335,Good,0,0
Provincia Autonoma di Trento - Servizio Geologico,1,335.0,82.72,335,335,335,Good,0,0
Provincia Autonoma di Trento - Servizio Attività culturali,1,335.0,82.72,335,335,335,Good,0,0
Servizio impianti a fune e piste da sci,1,335.0,82.72,335,335,335,Good,0,0
COMUNE di Morrovalle,57,334.65,82.63,355,255,355,Good,41,0
Banca d'Italia,80,334.38,82.56,335,285,335,Good,0,0
PAB: Ufficio Affari di gabinetto,16,334.38,82.56,335,325,335,Good,0,0
Comune di Chianni,15,334.33,82.55,365,285,365,Good,8,0
Provincia Autonoma di Bolzano - Alto Adige,1204,334.03,82.48,325,275,365,Good,542,0
Ufficio Urbanistica,8,333.75,82.41,345,255,405,Good,3,0
Comune di Genova,144,333.68,82.39,335,275,385,Good,9,0
Comune di Visso,58,333.62,82.38,355,255,355,Good,43,0
Agentur für Bevölkerungsschutz der Autonomen Provinz Bozen - Südtirol,7,333.57,82.36,345,275,355,Good,2,0
"Servizio formazione professionale, formazione terziaria e funzioni di sistema",7,332.14,82.01,355,275,355,Good,5,0
Area di Direzione Amministrativa,6,331.67,81.89,305,305,385,Good,2,0
CREA - Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria,8,331.25,81.79,335,305,355,Good,3,0
ARPA Lombardia,41,330.61,81.63,355,275,355,Good,26,0
"Dipartimento Infrastrutture, Territorio e Protezione Civile",17,330.29,81.55,335,255,385,Good,5,0
Comune di Massa,8,330.0,81.48,355,305,355,Good,4,0
Trafair,6,330.0,81.48,385,275,385,Good,3,0
Servizio SIT (Sistemi Informativi e Telematici),10,330.0,81.48,355,265,405,Good,5,0
"Autonome Provinz Bozen - Abteilung 28 - Natur, Landschaft und Raumentwicklung - Landeskartographie und Koordination der Geodaten",2,330.0,81.48,335,325,335,Good,0,0
Comune di Bertinoro,4,330.0,81.48,355,255,355,Good,3,0
Coordinamento Tecnico-Scientifico,31,329.84,81.44,335,225,335,Good,0,0
PAB: Ufficio Statistica (ASTAT),13,329.62,81.39,325,325,355,Good,2,0
Comune di Barga,12,329.17,81.28,305,305,385,Good,4,0
Servizio Sistema Informatico Associato,6,328.33,81.07,355,275,355,Good,4,0
Provincia autonoma di Trento - Servizio Trasporti,3,328.33,81.07,355,275,355,Good,2,0
"Direzione Servizi Civici, Partecipazione e Sport",3,328.33,81.07,355,275,355,Good,2,0
5T srl,3,328.33,81.07,355,275,355,Good,2,0
Sistemi Informativi ANAC,69,328.19,81.03,305,305,385,Good,20,0
Arpa Puglia - Direzione Scientifica - Servizio Agenti Fisici,4,327.5,80.86,315,305,385,Good,1,0
"Provincia Autonoma di Bolzano - Ripartizione 28 - Natura, paesaggio e sviluppo del territorio",4,327.5,80.86,325,325,335,Good,0,0
Comune di Milano - Direzione Educazione,47,326.7,80.67,355,275,355,Good,30,0
Agenzia Laore Sardegna,12,326.67,80.66,325,275,355,Good,4,0
Comune di Cento,6,326.67,80.66,335,255,405,Good,2,0
Comune di Siena,341,326.41,80.59,305,285,405,Good,155,0
Alma Mater Studiorum - University of Bologna,34,325.59,80.39,275,255,405,Good,14,0
Comune di Milano - Area Servizio di Presidenza del Consiglio Comunale,96,325.52,80.38,355,275,355,Good,56,0
Camera di Commercio,18,325.0,80.25,305,305,405,Good,3,0
Comune di Breganze,3,325.0,80.25,325,325,325,Good,0,0
Comune Lecce,8,325.0,80.25,305,305,385,Good,2,0
Comune di Santa Giustina in Colle,3,325.0,80.25,325,325,325,Good,0,0
Comune di Fontanelle,3,325.0,80.25,325,325,325,Good,0,0
Comune di Piombino Dese,3,325.0,80.25,325,325,325,Good,0,0
Comune di Barbarano Mossano,3,325.0,80.25,325,325,325,Good,0,0
Città metropolitana di Bologna,2,325.0,80.25,325,325,325,Good,0,0
Osservatorio Culturale del Piemonte,8,325.0,80.25,335,255,335,Good,0,0
GIS CoC SIAG,1,325.0,80.25,325,325,325,Good,0,0
OpenData CoC SIAG,1,325.0,80.25,325,325,325,Good,0,0
PAB: Edilizia e servizio tecnico,1,325.0,80.25,325,325,325,Good,0,0
Centro di competenza OpenData della Provincia autonoma di Bolzano - Centro de competencia OpenData de la Provincia Autónoma de Bolzano,2,325.0,80.25,325,325,325,Good,0,0
Ufficio Organizzazione,1,325.0,80.25,325,325,325,Good,0,0
Comune di Milano - Direzione Verde e Ambiente,7,325.0,80.25,355,275,355,Good,4,0
Provincia Autonoma di Bolzano: Ufficio Statistiche (ASTAT),1,325.0,80.25,325,325,325,Good,0,0
APB: Abteilung 23. Gesundheitswesen,1,325.0,80.25,325,325,325,Good,0,0
Centro di competenza OpenData della Provincia Autonoma di Bolzano - Alto Adige - Centro de competencia OpenData de la Provincia Autónoma de Bolzano,2,325.0,80.25,325,325,325,Good,0,0
Settore Transizione digitale e informatica,1,325.0,80.25,325,325,325,Good,0,0
Comune di Chianciano Terme,1,325.0,80.25,325,325,325,Good,0,0
Comune di Numana,29,324.66,80.16,355,275,355,Good,18,0
Comune di Castelfranco Piandiscò,131,324.54,80.13,305,285,385,Good,34,0
Comune di Viareggio,72,323.47,79.87,305,255,405,Good,14,0
Comune di Nuoro,5,323.0,79.75,305,305,355,Good,1,0
Regione Emilia-Romagna,363,322.22,79.56,335,245,405,Good,73,0
Comune di Carovigno,58,321.55,79.4,305,305,385,Good,12,0
Ufficio Infortunistica,5,321.0,79.26,305,305,385,Good,1,0
Comune di Civitavecchia,10,321.0,79.26,345,265,345,Good,0,0
Comune di Casole d'Elsa,2,320.0,79.01,355,285,355,Good,1,0
Comune di Crispiano,14,319.29,78.84,305,305,385,Good,3,0
Comune di Civitanova Marche,118,319.07,78.78,355,255,355,Good,68,0
Comune di Chiavari,53,318.02,78.52,305,305,385,Good,9,0
Regione Toscana,438,317.76,78.46,305,275,405,Good,69,0
Comune di Mentana,45,317.44,78.38,305,305,385,Good,7,0
Ministero dell'Istruzione e del Merito,174,317.18,78.32,355,275,355,Good,89,0
Consiglio Regionale della Campania,25,317.0,78.27,305,305,335,Good,0,0
Comune di Milano - Direzione Cultura,167,316.98,78.27,335,255,355,Good,10,0
Servizio Prevenzione Rischi,16,316.88,78.24,335,275,345,Good,0,0
Comune di Perugia,9,316.11,78.05,335,275,355,Good,2,0
"Provincia Autonoma di Bolzano  - Ripartizione 28 - Natura, paesaggio e sviluppo del territorio - Cartografia provinciale e coordinamento geodati",44,315.45,77.89,315,315,325,Good,0,0
Provincia Autonoma di Trento,8,315.0,77.78,355,275,355,Good,4,0
Regione Marche,22,315.0,77.78,335,255,385,Good,5,0
Provincia di Trento - Servizio Prevenzione Rischi,5,315.0,77.78,335,275,355,Good,1,0
APT Servizi,2,315.0,77.78,355,275,355,Good,1,0
PAB: Rip. 35 Economia,2,315.0,77.78,315,315,315,Good,0,0
PAB: Ripartizione 23. Sanità,1,315.0,77.78,315,315,315,Good,0,0
Comune di Milano - Direzione Lavoro Giovani e Sport,2,315.0,77.78,355,275,355,Good,1,0
Comune di Milano - Direzione Specialistica Autorizzazioni e Concessioni - SUAP,2,315.0,77.78,355,275,355,Good,1,0
Unità di missione strategica semplificazione e digitalizzazione,2,315.0,77.78,355,275,355,Good,1,0
Consorzio Intercomunale Servizi Sociali di Chivasso,17,314.41,77.63,305,305,385,Good,2,0
Camera di Commercio Industria Artigianato Agricoltura di Lucca,44,314.09,77.55,305,305,405,Good,4,0
Comune di Arese,44,314.09,77.55,305,305,385,Good,5,0
Comune di Baronissi,27,313.89,77.5,305,305,385,Good,3,0
Comune di Arezzo,983,313.32,77.36,305,285,385,Good,235,0
Comune di Milano - Unità SIT e Sviluppo del Gemello Digitale Urbano,11,313.18,77.33,335,275,335,Good,0,0
Comune di Magenta,40,313.0,77.28,305,305,385,Good,4,0
Comune di Lonate Pozzolo,5,313.0,77.28,345,265,345,Good,0,0
Comune di Flero,53,312.55,77.17,305,305,385,Good,5,0
Agenzia per la protezione civile della Provincia autonoma di Bolzano - Alto Adige,4,312.5,77.16,355,265,355,Good,2,0
Comune di Arcene,41,310.85,76.75,305,305,385,Good,3,0
Comune di Bitonto,55,310.82,76.75,305,305,385,Good,4,0
Comune di Terranuova Bracciolini,15,310.33,76.63,305,305,385,Good,1,0
"Provincia Autonoma di Trento - Servizio istruzione e formazione del secondo grado, università e ricerca",8,310.0,76.54,345,265,355,Good,2,0
Ufficio Statistica,57,309.21,76.35,305,305,385,Good,3,0
Comune di Prignano sulla Secchia,48,308.96,76.29,305,305,385,Good,2,0
Provincia di Pescara,21,308.81,76.25,305,305,385,Good,1,0
Ministero dell’economia e delle finanze - Dipartimento della Ragioneria generale dello Stato,64,308.75,76.23,275,275,355,Good,27,0
CMGE,6,308.33,76.13,345,265,355,Good,1,0
Comune di Treviolo,39,307.82,76.01,305,305,385,Good,1,0
Comune di Acqualagna,9,307.22,75.86,325,255,385,Good,1,0
Comune di Piacenza,72,306.81,75.75,305,305,385,Good,2,0
ARPAT - Agenzia regionale per la protezione ambientale della Toscana,59,306.36,75.64,305,305,385,Good,1,0
Istituto centrale per il catalogo e la documentazione,38,305.53,75.44,305,305,325,Good,0,0
Provincia di Lucca,94,305.43,75.41,305,305,325,Good,0,0
Provincia di Livorno,6,305.0,75.31,305,305,305,Good,0,0
Comune di Serravalle Pistoiese,2,305.0,75.31,305,305,305,Good,0,0
Comune di Sternatia,3,305.0,75.31,305,305,305,Good,0,0
redazione O.D.,1,305.0,75.31,305,305,305,Good,0,0
DO,3,305.0,75.31,305,305,305,Good,0,0
Servizi Sociali,4,305.0,75.31,305,305,305,Good,0,0
Ragioneria Crispiano,2,305.0,75.31,305,305,305,Good,0,0
Ufficio Servizi Finanziari,2,305.0,75.31,305,305,305,Good,0,0
Polizia Locale Lecce,1,305.0,75.31,305,305,305,Good,0,0
Sonia Cappello,2,305.0,75.31,305,305,305,Good,0,0
Comune di Rubano,22,305.0,75.31,305,305,305,Good,0,0
Comune di Bussoleno,14,305.0,75.31,305,305,305,Good,0,0
Comune di Taranto,58,305.0,75.31,305,305,305,Good,0,0
Comune di Brusciano,10,305.0,75.31,305,305,305,Good,0,0
Comune di Laveno Mombello,31,305.0,75.31,305,305,305,Good,0,0
Comune di Desenzano del Garda,43,305.0,75.31,305,305,305,Good,0,0
Comune di Castiglione delle Stiviere,36,305.0,75.31,305,305,305,Good,0,0
Comune di Melzo,13,305.0,75.31,305,305,305,Good,0,0
Comune di Palagano,48,305.0,75.31,305,305,305,Good,0,0
Comune di Santa Maria di Licodia,43,305.0,75.31,305,305,305,Good,0,0
Comunita Montana Alburni,7,305.0,75.31,305,305,305,Good,0,0
Comune di Bussero,14,305.0,75.31,305,305,305,Good,0,0
Comune di Frattamaggiore,9,305.0,75.31,305,305,305,Good,0,0
Comune di Triuggio,17,305.0,75.31,305,305,305,Good,0,0
Comune di Mariano Comense,42,305.0,75.31,305,305,305,Good,0,0
Comune di Mogliano Veneto,42,305.0,75.31,305,305,305,Good,0,0
Comune di Valmadrera,46,305.0,75.31,305,305,305,Good,0,0
Comune di Gaggiano,52,305.0,75.31,305,305,305,Good,0,0
Comune di Garbagnate Milanese,36,305.0,75.31,305,305,305,Good,0,0
Comune di Bernareggio,49,305.0,75.31,305,305,305,Good,0,0
Comune di Albiate,54,305.0,75.31,305,305,305,Good,0,0
Comune di Cormano,33,305.0,75.31,305,305,305,Good,0,0
Comune di Nova Milanese,43,305.0,75.31,305,305,305,Good,0,0
Consorzio Dei Comuni del Cassinate per La Programmazione e Gestione Dei Servizi Sociali,6,305.0,75.31,305,305,305,Good,0,0
Comune di Cassina De' Pecchi,49,305.0,75.31,305,305,305,Good,0,0
Comune di Bussolengo,50,305.0,75.31,305,305,305,Good,0,0
Provincia di Foggia,13,305.0,75.31,305,305,305,Good,0,0
Comune di Besana in Brianza,40,305.0,75.31,305,305,305,Good,0,0
Comune di Nave,42,305.0,75.31,305,305,305,Good,0,0
Comune di Grezzana,14,305.0,75.31,305,305,305,Good,0,0
Commissione di Vigilanza Sui Fondi Pensione,18,305.0,75.31,305,305,305,Good,0,0
Comune di Altamura,32,305.0,75.31,305,305,305,Good,0,0
Comune di Castel Mella,27,305.0,75.31,305,305,305,Good,0,0
Comune di Biassono,10,305.0,75.31,305,305,305,Good,0,0
Comune di Peschiera Borromeo,13,305.0,75.31,305,305,305,Good,0,0
Comune di Vigonza,26,305.0,75.31,305,305,305,Good,0,0
Comune di Pagani,24,305.0,75.31,305,305,305,Good,0,0
Comune di Luino,12,305.0,75.31,305,305,305,Good,0,0
Comune di Morbegno,12,305.0,75.31,305,305,305,Good,0,0
Comune di Fiorano Modenese,86,305.0,75.31,305,305,305,Good,0,0
Comune di Formigine,86,305.0,75.31,305,305,305,Good,0,0
Comune di Maranello,86,305.0,75.31,305,305,305,Good,0,0
Comune di Frassinoro,48,305.0,75.31,305,305,305,Good,0,0
Comune di Montefiorino,48,305.0,75.31,305,305,305,Good,0,0
Comune di Sassuolo,85,305.0,75.31,305,305,305,Good,0,0
Comune di Lavagna,36,305.0,75.31,305,305,305,Good,0,0
Unione dei Comuni Valdostani Mont - Emilius,5,305.0,75.31,305,305,305,Good,0,0
Comune di Marigliano,9,305.0,75.31,305,305,305,Good,0,0
Comune di Ivrea,11,305.0,75.31,305,305,305,Good,0,0
Comune di Galbiate,17,305.0,75.31,305,305,305,Good,0,0
Comune di Olbia,40,305.0,75.31,305,305,305,Good,0,0
Comune Giffoni Valle Piana,12,305.0,75.31,305,305,305,Good,0,0
Comune di Caselle Torinese,31,305.0,75.31,305,305,305,Good,0,0
Comune di Sarezzo,42,305.0,75.31,305,305,305,Good,0,0
Comune di Orbassano,47,305.0,75.31,305,305,305,Good,0,0
Comune di Pescara,55,305.0,75.31,305,305,305,Good,0,0
Comune di Sesto Fiorentino,53,305.0,75.31,305,305,305,Good,0,0
Comune di Baiso,35,305.0,75.31,305,305,305,Good,0,0
Comune di Diano Marina,6,305.0,75.31,305,305,305,Good,0,0
Comune di Casalgrande,28,305.0,75.31,305,305,305,Good,0,0
Comune di Castellarano,38,305.0,75.31,305,305,305,Good,0,0
Comune di Scandiano,35,305.0,75.31,305,305,305,Good,0,0
Comune di Osio Sotto,38,305.0,75.31,305,305,305,Good,0,0
Comune di Albenga,33,305.0,75.31,305,305,305,Good,0,0
Unione Tresinaro Secchia,9,305.0,75.31,305,305,305,Good,0,0
Comune di Viano,35,305.0,75.31,305,305,305,Good,0,0
Comune di Rubiera,24,305.0,75.31,305,305,305,Good,0,0
Provincia di Forli' Cesena,22,305.0,75.31,305,305,305,Good,0,0
Comune di Castelfranco Piandisco',61,305.0,75.31,305,305,305,Good,0,0
Comune di Budoni,29,305.0,75.31,305,305,305,Good,0,0
Comune di Lamezia Terme,36,305.0,75.31,305,305,305,Good,0,0
Comune di Bagno a Ripoli,30,305.0,75.31,305,305,305,Good,0,0
Comune di Arzignano,27,305.0,75.31,305,305,305,Good,0,0
Comune di Cisternino,10,305.0,75.31,305,305,305,Good,0,0
Comune di Roggiano Gravina,27,305.0,75.31,305,305,305,Good,0,0
Comune di Livigno,44,305.0,75.31,305,305,305,Good,0,0
Comune di Corbetta,23,305.0,75.31,305,305,305,Good,0,0
Comune di Besnate,15,305.0,75.31,305,305,305,Good,0,0
Comune di Teggiano,37,305.0,75.31,305,305,305,Good,0,0
Dipartimento Regionale della Protezione Civile della Regione Siciliana,3,305.0,75.31,305,305,305,Good,0,0
Unione Montana Alta Val di Cecina,3,305.0,75.31,305,305,305,Good,0,0
Comune di Greve in Chianti,8,305.0,75.31,305,305,305,Good,0,0
Comune di Pontremoli,1,305.0,75.31,305,305,305,Good,0,0
Comune di Montespertoli,3,305.0,75.31,305,305,305,Good,0,0
Azienda ospedaliero-universitaria Senese,17,305.0,75.31,305,305,305,Good,0,0
Comune di Santa Margherita Ligure,56,305.0,75.31,305,305,305,Good,0,0
Comune di Borgo San Lorenzo,37,305.0,75.31,305,305,305,Good,0,0
Unione Dei Comuni del Distretto Ceramico,8,305.0,75.31,305,305,305,Good,0,0
Comune di Pieve Emanuele,29,305.0,75.31,305,305,305,Good,0,0
Ente Parco Regionale  Migliarino San Rossore Massaciuccoli,2,305.0,75.31,305,305,305,Good,0,0
Assessorato Regionale del Territorio e dell'Ambiente - Dipartimento Regionale Ambiente - Servizio 2 - Pianificazione e Programmazione Ambientale,1,305.0,75.31,305,305,305,Good,0,0
Comune di Signa,20,305.0,75.31,305,305,305,Good,0,0
Redazione O.D,1,305.0,75.31,305,305,305,Good,0,0
Comune di Cologno Monzese,56,305.0,75.31,305,305,305,Good,0,0
Ars,2,305.0,75.31,305,305,305,Good,0,0
Comune di Cascina,6,305.0,75.31,305,305,305,Good,0,0
Unione dei Comuni del Circondario Empolese Valdelsa,1,305.0,75.31,305,305,305,Good,0,0
Università di Firenze - DISIT Lab,1,305.0,75.31,305,305,305,Good,0,0
Comune di Bisignano,5,305.0,75.31,305,305,305,Good,0,0
Provincia di Novara,48,305.0,75.31,305,305,305,Good,0,0
Comune di Nembro,23,305.0,75.31,305,305,305,Good,0,0
Comune di Rocca di Papa,10,305.0,75.31,305,305,305,Good,0,0
Comune di Casamassima,38,305.0,75.31,305,305,305,Good,0,0
Comune di Seriate,25,305.0,75.31,305,305,305,Good,0,0
Comune di Genova - Servizi Civici,3,305.0,75.31,305,305,305,Good,0,0
Comune di Lonato del Garda,6,305.0,75.31,305,305,305,Good,0,0
Istituto centrale per gli archivi,171,305.0,75.31,305,305,305,Good,0,0
Roma Capitale - AREA TEMATICA: SERVIZI AL TERRITORIO,7,305.0,75.31,275,275,355,Good,2,0
Comune di Genova - servizi civici,2,305.0,75.31,305,305,305,Good,0,0
Azienda Sanitaria Locale VCO,10,305.0,75.31,305,305,305,Good,0,0
Comune di Capannoli,5,305.0,75.31,305,305,305,Good,0,0
Comune di Bientina,5,305.0,75.31,305,305,305,Good,0,0
Comune di Casciana Terme Lari,5,305.0,75.31,305,305,305,Good,0,0
Comune di Palaia,5,305.0,75.31,305,305,305,Good,0,0
Comune di Empoli,2,305.0,75.31,305,305,305,Good,0,0
Comune di Pontedera,5,305.0,75.31,305,305,305,Good,0,0
Unione Valdera,5,305.0,75.31,305,305,305,Good,0,0
Comune di Buti,5,305.0,75.31,305,305,305,Good,0,0
Consorzio di Gestione Area Marina Protetta Torre del Cerrano,3,305.0,75.31,305,305,305,Good,0,0
Comune di Arcevia,2,305.0,75.31,335,275,335,Good,0,0
Comune di Comacchio,50,305.0,75.31,305,305,305,Good,0,0
Comune di Santeramo in Colle,16,305.0,75.31,305,305,305,Good,0,0
redazione  O.P.,1,305.0,75.31,305,305,305,Good,0,0
Comune di Muro Leccese,5,305.0,75.31,305,305,305,Good,0,0
Ufficio  Coordinamento PNRR,1,305.0,75.31,305,305,305,Good,0,0
"Ministero dell'Istruzione, dell'Università e della Ricerca",1,305.0,75.31,305,305,305,Good,0,0
Comune di Calcinaia,5,305.0,75.31,305,305,305,Good,0,0
Comune di Tarquinia,6,305.0,75.31,305,305,305,Good,0,0
MiC – Direzione generale Organizzazione,2,305.0,75.31,305,305,305,Good,0,0
Comune di Trento,38,304.21,75.11,275,275,355,Good,13,0
Artea,30,304.0,75.06,305,275,385,Good,1,0
COMUNE DI Fano,35,303.57,74.96,335,255,335,Good,0,0
Comune Livorno,107,303.13,74.85,285,285,385,Good,16,0
Comune di Magliano in Toscana,9,302.78,74.76,305,285,305,Good,0,0
Direzione Innovazione Tecnologica e Digitale,7,302.14,74.6,275,275,355,Good,2,0
Comune di Chivasso,33,301.36,74.41,305,185,305,Good,0,0
Regione del Veneto,6606,299.85,74.04,275,255,355,Good,2055,0
COMUNE DI Serra Sant'Abbondio,9,299.44,73.94,275,255,335,Good,0,0
Comune di Grottammare,16,298.75,73.77,275,255,355,Good,5,0
Comune di Altidona,9,298.33,73.66,305,275,325,Good,0,0
"Ministero dell'Istruzione, dell'Universita' e della Ricerca",105,298.14,73.62,305,225,385,Good,3,0
"Direzione regionale Governo del territorio, ambiente e protezione civile | SERVIZIO: Urbanistica, Riqualificazione urbana e Politiche della casa, tutela del paesaggio",20,298.0,73.58,325,245,365,Good,5,0
Comune di Milano - Direzione Organizzazione e Risorse Umane,71,297.96,73.57,275,275,355,Good,20,0
Provincia Autonoma di Trento - Servizio Gestione degli Impianti,7,297.86,73.54,275,275,355,Good,2,0
Consiglio regionale della Calabria,34,297.65,73.49,275,275,355,Good,9,0
Comune di Milano - Direzione Bilancio ed Entrate,18,297.22,73.39,275,275,355,Good,5,0
Unione di Comuni Montana Lunigiana,24,296.67,73.25,305,285,305,Good,0,0
Comune di Apecchio,11,295.91,73.06,275,255,335,Good,0,0
Comune di Vicopisano,8,295.0,72.84,305,255,305,Good,0,0
Istituto centrale per il catalogo unico delle biblioteche italiane e per le informazioni bibliografiche,1,295.0,72.84,295,295,295,Good,0,0
Comune di Acquasanta Terme,4,295.0,72.84,305,275,325,Good,0,0
Comune di Belvedere Ostrense,3,295.0,72.84,275,275,335,Good,0,0
Comune di Matelica,24,295.0,72.84,275,275,355,Good,6,0
Comune di Monsano,3,295.0,72.84,275,275,335,Good,0,0
Comune di Cerreto D'Esi,3,295.0,72.84,275,275,335,Good,0,0
Comune di Milano - Direzione Innovazione Tecnologica e Digitale,633,294.59,72.74,275,255,355,Good,148,0
Comune di Milano - Unità Analytics e Open Data,106,294.53,72.72,275,255,355,Good,27,0
"Settore Smart City, servizi demografici e partecipazione",126,294.21,72.64,275,255,355,Good,18,0
Ministero dell'Economia e delle Finanze,31,293.06,72.36,275,275,355,Good,7,0
Aria SpA,10,293.0,72.35,295,275,295,Good,0,0
Ufficio Sistemi Qualità e Dati Musei e Biblioteche,9,291.67,72.02,305,275,305,Good,0,0
"Dipartimento Politiche sociali, Lavoro, Istruzione e Formazione",12,291.67,72.02,275,275,325,Good,0,0
Agenzia del Demanio,20,291.0,71.85,275,275,355,Good,4,0
COMUNE DI Cantiano,9,290.56,71.74,275,255,335,Good,0,0
Unione Reno Galliera,10,290.0,71.6,275,265,345,Good,0,0
"Comune di Milano - Direzione Servizi Civici, Partecipazione e Sport",47,289.26,71.42,275,275,355,Good,8,0
Ufficio Relazioni con il Pubblico,12,288.33,71.19,275,275,355,Good,2,0
Comune di Ferrara,3,288.33,71.19,315,235,315,Good,0,0
COMUNE di San Marcello,3,288.33,71.19,275,255,335,Good,0,0
COMUNE DI Morro D'Alba,3,288.33,71.19,275,255,335,Good,0,0
Comune di Agugliano,58,287.93,71.09,275,275,325,Good,0,0
COMUNE DI Frontone,8,287.5,70.99,275,255,335,Good,0,0
Dipartimento Sviluppo Economico,9,287.22,70.92,275,275,385,Good,1,0
Comune di Amandola,7,286.43,70.72,275,255,325,Good,0,0
Comune di Milano - Direzione Economia Urbana e Lavoro,14,286.43,70.72,275,275,355,Good,2,0
